par,est,iter,ln_sigma_eta,ln_kappa2,Estimation model,Operating model
beta[j1],-2.326594743036731,134,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.6915344360954419,134,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.461897455837266,135,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3954747517511994,135,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8756293679816793,135,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4331911786525815,135,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.997589729420709,135,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.45198086488016,135,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.856806856765324,135,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.0980692033029267,135,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-5.055323568037504,135,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-0.942266513130194,135,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.266166947286745,136,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7209278106478438,136,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.983496492970575,136,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.457450657472377,136,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.2380752924024843,136,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7944941196826278,136,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.685016269400459,136,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.958893661150505,136,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.861712357929656,136,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.7031748681033264,136,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6494031318975657,137,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2261074266420677,137,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6432545216032253,137,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6787858023536462,137,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.667154647716745,137,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6670316589433845,137,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.2202248466021834,137,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.658668928227057,137,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.554428456274125,137,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.4772942686355737,137,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.4264766348429085,138,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2823827668630547,138,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7459696839750425,138,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4547081416379484,138,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.399976515608702,138,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7718391819686607,138,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6233557997698873,138,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.106670703875135,138,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.3259868670889154,138,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3979109855043952,138,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9267986024210644,139,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6207573945431994,139,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.3550310397490954,139,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.541300638185969,139,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.657880786594371,139,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.449970105510472,139,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.09761767740377,139,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.8509660419371268,139,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.2814550450534257,139,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.46718182774205075,139,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.441068773951263,140,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5960532968226058,140,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.869517750894049,140,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2461272317760748,140,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.479617726622375,140,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.626095742381192,140,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.694228645414959,140,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.878398650511969,140,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-7.413211607071148,140,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-1.478731104686307,140,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.282287925556928,141,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4692347909119925,141,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.406387503760313,141,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,2.4440891162298475,141,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9676181826028487,141,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4989683640337186,141,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.898280793306825,141,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.9247761525763942,141,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-4.942703733346456,141,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-0.27172913484964534,141,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.5625550802792536,142,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,2.1846594383728255,142,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0002271155344116,142,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.352146208576571,142,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.875528060926381,142,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.9727660088303653,142,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7775669658040414,142,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.1068175969541207,142,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-5.339808053904748,142,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-0.16832361374906749,142,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.468254930485254,143,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.529055220103234,143,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.2484770388967066,143,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5207583708754144,143,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.653142322955674,143,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2183354659582037,143,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.5269912794539797,143,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.360609595253062,143,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.274052220178576,143,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.4259857437752499,143,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.1322295549552264,144,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.8640584598431977,144,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.3965356962440287,144,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5821678930405743,144,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.419667182824134,144,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.8140489847249894,144,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.828409435262695,144,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.150649914078278,144,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.598233247545091,144,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.8010121555162597,144,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.5241739145894146,145,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7115844035458894,145,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.3059519417115077,145,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.1175237729426581,145,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.557210532956316,145,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4519773896236647,145,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.509714288257124,145,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.2703489936999994,145,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-0.942558828661037,145,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3992590680391426,145,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.984880563137035,146,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3520558656735273,146,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9362654003226347,146,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4222632497281282,146,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6507120151750203,146,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.599606771846749,146,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.526778065488071,146,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.786628798551469,146,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-4.565719857888054,146,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.2198716477338609,146,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-4.311944692725252,147,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.1194166701921489,147,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.459230091599777,147,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5564974189096599,147,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.604392565001671,147,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5830185543941488,147,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6051336049885183,147,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.098914200053915,147,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.542209065093067,147,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.083026170918378,147,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0435039459208904,148,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4357703068461827,148,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.4805952316690183,148,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2202515938302951,148,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.316775363460738,148,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7065743179544783,148,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7095189513139744,148,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.9161172119093237,148,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.3583410256208786,148,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.4083855882462017,148,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.588411100070374,149,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.459404847925764,149,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8983139987086814,149,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4428294432709396,149,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.369722483949735,149,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7619603534538797,149,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8344135330090356,149,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.8212464998861817,149,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-5.127417864116728,149,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.2996139540800484,149,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.67399531451784,150,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4410043119496265,150,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7059806615773545,150,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5713678277578513,150,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.916905711993146,150,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3424372008017051,150,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.069893180881226,150,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.5693324363919006,150,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.7903111054257206,150,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.00432395550017411,150,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.813454527677063,151,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3958397300049343,151,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.195569682113868,151,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5586835210049346,151,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.4062353244760595,151,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.8944055109826305,151,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0008301607982353,151,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.3415273989365466,151,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.3064572933962062,151,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.9282899999069418,151,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-1.937347942076953,152,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,2.2006086237127387,152,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.3676894586880377,152,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3304670219860208,152,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.53721549828104,152,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3316760346511631,152,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9101151767675453,152,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.8881980779294145,152,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.3975684146763383,152,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.5461387580471552,152,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6520585994249593,153,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4997993973740298,153,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.368040755999058,153,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.726680239392042,153,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6949145678118414,153,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.477044893869492,153,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7784612625599707,153,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.0286001804676124,153,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.5054700026991577,153,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.6403145096771167,153,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.131874921075738,154,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5401643925263715,154,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9536819347883867,154,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.345707524194913,154,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.5841602917427355,154,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7845488192630365,154,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7900893410187626,154,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.362159638362833,154,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.8856154103533895,154,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.49287209922763464,154,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-1.9654995936567712,155,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7792355104972555,155,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.2901069082262837,155,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.226559789992027,155,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0758453942139234,155,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3454810219469073,155,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.3867400764678455,155,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.017771188609846,155,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.5198818689250824,155,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2327803330968363,155,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6240533500309366,156,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7305816744277278,156,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.9759903090530946,156,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2411838402361601,156,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.4394423246288044,156,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5428176499137254,156,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.894570230535162,156,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.702564520131544,156,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.5822533020464906,156,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.6995139109305181,156,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7225582944093287,157,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.629866968864654,157,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.5140757963430986,157,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.758151634094708,157,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.741689094259136,157,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5509439086199792,157,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.5085484649709895,157,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.306998950900932,157,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.385866687786714,157,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.09208965538913477,157,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.1375668374869363,158,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.407897239449717,158,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.2179342246067697,158,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4918162612504429,158,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.837959601570832,158,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3191514655807117,158,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8414175248009093,158,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.130626706453227,158,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.6580073057841078,158,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.893071576916682,158,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.939757697813225,159,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4355368329777887,159,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.2009409098692343,159,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4751776985221283,159,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.4264732539907934,159,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3776027503241297,159,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8603470160675886,159,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.900770288421223,159,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.4607048122921533,159,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.5354293182055198,159,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.2376980821209176,160,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.9764218055066127,160,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-1.8078442371656398,160,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6425475188321264,160,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.109060963649513,160,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4877593357727554,160,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.5368326768331944,160,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.7432775586807665,160,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-4.7824962765441645,160,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.3423893533493247,160,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.4836096075464384,161,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2395409704290774,161,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.789475468657596,161,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4356238148634473,161,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.684875824275596,161,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3468887737580229,161,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.622998468619003,161,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.9355092127824416,161,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-4.056188201132523,161,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-0.12875644436618908,161,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.922380479232881,162,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.342483860195894,162,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.240279424703898,162,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2022070205214226,162,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.032988405561595,162,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4801323261015895,162,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.4835784270086236,162,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.568120652974631,162,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.7620862527194894,162,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.20350995720360718,162,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.4511746036522544,163,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3855464510894644,163,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.2205593948302864,163,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.9539703734815315,163,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.4802064171384672,163,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5414914693198398,163,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.2022055890119896,163,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.7672249044127812,163,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.6535697366055198,163,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.9630707747251027,163,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7566569140072623,164,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4588406019360451,164,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-1.8529065972812315,164,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,2.1109076404497547,164,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.794628008385296,164,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.9103507768836696,164,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.336505700946623,164,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.781579633800704,164,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.2015013694246344,164,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2167129161460903,164,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.772365325034986,165,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4930063035578707,165,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.2102250781806756,165,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.1986389907521708,165,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-4.054048136254331,165,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.098555215632293,165,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9607581518298742,165,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.003405956850176,165,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.8558533340842445,165,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.045388924727814646,165,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.764806460216141,166,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5546732859714059,166,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9180055124463067,166,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.501890745778425,166,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.2199838598020514,166,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2940272614961656,166,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.279048045683139,166,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.104783371630759,166,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-5.087871471964524,166,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-0.030402640791013347,166,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9355202780557654,167,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6424638105262046,167,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.120227987671645,167,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.605920088025158,167,0.1,1.5,Diffusion,Operating model = Diffusion
