par,est,iter,ln_sigma_eta,Estimation model,Operating model
beta[j1],-2.0747082169770756,185,0.693147180559945,Diffusion,Operating model = Diffusion
beta[j1],-2.0740337305239565,186,0,Diffusion,Operating model = Diffusion
beta[j1],-2.3654711270941338,186,-2.30258509299405,Diffusion,Operating model = Diffusion
beta[j1],-2.405915110948072,186,0.693147180559945,Diffusion,Operating model = Diffusion
beta[j1],-2.7605794133789523,187,0,Diffusion,Operating model = Diffusion
beta[j1],-2.539058004004468,187,-2.30258509299405,Diffusion,Operating model = Diffusion
beta[j1],-2.1843701995907425,187,0.693147180559945,Diffusion,Operating model = Diffusion
beta[j1],-2.2074431445156306,188,0,Diffusion,Operating model = Diffusion
beta[j1],-2.2716525043065325,188,-2.30258509299405,Diffusion,Operating model = Diffusion
beta[j1],-2.5746527751786616,188,0.693147180559945,Diffusion,Operating model = Diffusion
beta[j1],-2.308959750499525,189,0,Diffusion,Operating model = Diffusion
beta[j1],-2.2574590390339058,189,-2.30258509299405,Diffusion,Operating model = Diffusion
beta[j1],-2.4822155034402216,189,0.693147180559945,Diffusion,Operating model = Diffusion
beta[j1],-2.23966062256214,190,0,Diffusion,Operating model = Diffusion
beta[j1],-2.3118946622160563,190,-2.30258509299405,Diffusion,Operating model = Diffusion
beta[j1],-2.336656493604182,190,0.693147180559945,Diffusion,Operating model = Diffusion
beta[j1],-2.3363093455927126,191,0,Diffusion,Operating model = Diffusion
beta[j1],-2.3232046973866605,191,-2.30258509299405,Diffusion,Operating model = Diffusion
beta[j1],-1.9894852486729842,191,0.693147180559945,Diffusion,Operating model = Diffusion
beta[j1],-2.304840404098004,192,0,Diffusion,Operating model = Diffusion
beta[j1],-2.4210332940527426,192,-2.30258509299405,Diffusion,Operating model = Diffusion
beta[j1],-2.6883172216485605,192,0.693147180559945,Diffusion,Operating model = Diffusion
beta[j1],-2.6797503354553647,193,0,Diffusion,Operating model = Diffusion
beta[j1],-2.5193461500678502,193,-2.30258509299405,Diffusion,Operating model = Diffusion
beta[j1],-2.1637180432512366,193,0.693147180559945,Diffusion,Operating model = Diffusion
beta[j1],-2.608004965352715,194,0,Diffusion,Operating model = Diffusion
beta[j1],-2.4760714618268858,194,-2.30258509299405,Diffusion,Operating model = Diffusion
beta[j1],-2.710292556555082,194,0.693147180559945,Diffusion,Operating model = Diffusion
beta[j1],-2.423649954859624,195,0,Diffusion,Operating model = Diffusion
beta[j1],-2.4988527488108323,195,-2.30258509299405,Diffusion,Operating model = Diffusion
beta[j1],-2.6194118149411807,195,0.693147180559945,Diffusion,Operating model = Diffusion
beta[j1],-2.448634482625999,196,0,Diffusion,Operating model = Diffusion
beta[j1],-2.7078927455760593,196,-2.30258509299405,Diffusion,Operating model = Diffusion
beta[j1],-2.288466074537369,196,0.693147180559945,Diffusion,Operating model = Diffusion
beta[j1],-2.749092238779967,197,0,Diffusion,Operating model = Diffusion
beta[j1],-2.7313887752700694,197,-2.30258509299405,Diffusion,Operating model = Diffusion
beta[j1],-2.962621475956651,197,0.693147180559945,Diffusion,Operating model = Diffusion
beta[j1],-2.880826867421966,198,0,Diffusion,Operating model = Diffusion
beta[j1],-2.317468483184082,198,-2.30258509299405,Diffusion,Operating model = Diffusion
beta[j1],-2.541133353196027,198,0.693147180559945,Diffusion,Operating model = Diffusion
beta[j1],-2.6259990394154937,199,0,Diffusion,Operating model = Diffusion
beta[j1],-2.6157622245325034,199,-2.30258509299405,Diffusion,Operating model = Diffusion
beta[j1],-2.8229666450827833,199,0.693147180559945,Diffusion,Operating model = Diffusion
beta[j1],-2.0950607328487676,200,0,Diffusion,Operating model = Diffusion
beta[j1],-2.4344496856092146,200,-2.30258509299405,Diffusion,Operating model = Diffusion
beta[j1],-2.474239563504937,200,0.693147180559945,Diffusion,Operating model = Diffusion
beta[j1],-1.8699671646661635,1,0,Null,Operating model = Diffusion
beta[j1],-1.8717227704743062,1,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.003184819103383,1,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-2.043661111237757,2,0,Null,Operating model = Diffusion
beta[j1],-1.447751812458773,2,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.631411049555678,2,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.6354417419790932,3,0,Null,Operating model = Diffusion
beta[j1],-1.6022888001739017,3,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.147280367667232,3,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-2.253863906846624,4,0,Null,Operating model = Diffusion
beta[j1],-2.4833141877165894,4,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.2012043954805245,4,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.5767816485912438,5,0,Null,Operating model = Diffusion
beta[j1],-1.4424197835781947,5,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.606985755095968,5,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.8962623992384167,6,0,Null,Operating model = Diffusion
beta[j1],-1.5824475790318662,6,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.8177819483591817,6,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.9745314708195731,7,0,Null,Operating model = Diffusion
beta[j1],-1.6360827364163184,7,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.5502022768070332,7,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.7291645742232558,8,0,Null,Operating model = Diffusion
beta[j1],-1.5225054263194433,8,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.6143964901408603,8,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.0948924139711234,9,0,Null,Operating model = Diffusion
beta[j1],-2.2890005730050254,9,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.6914703467729755,9,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.717684912602913,10,0,Null,Operating model = Diffusion
beta[j1],-1.4833314662763764,10,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.418433487499664,10,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.8319829686990305,11,0,Null,Operating model = Diffusion
beta[j1],-2.0228925380666207,11,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.988487622776602,11,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.7568617314609507,12,0,Null,Operating model = Diffusion
beta[j1],-1.8487906014174225,12,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.7969167158030466,12,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.6784551379597503,13,0,Null,Operating model = Diffusion
beta[j1],-2.6325786481931135,13,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.5755540716015857,13,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.7679270192672338,14,0,Null,Operating model = Diffusion
beta[j1],-1.872941234235015,14,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.7420879026306348,14,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.7015563121921315,15,0,Null,Operating model = Diffusion
beta[j1],-1.5228481653531727,15,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.6313855733951361,15,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.8173789537553282,16,0,Null,Operating model = Diffusion
beta[j1],-1.6092055724684335,16,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.6975178589513367,16,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.850799484144324,17,0,Null,Operating model = Diffusion
beta[j1],-1.634376466721519,17,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.552873328905777,17,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.7217193743268477,18,0,Null,Operating model = Diffusion
beta[j1],-1.426426456824846,18,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.1230023637245687,18,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.6391765344133686,19,0,Null,Operating model = Diffusion
beta[j1],-1.44742996313104,19,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.7011198667620564,19,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.687941226434618,20,0,Null,Operating model = Diffusion
beta[j1],-1.6430118496351416,20,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.6424825223601551,20,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-2.1619898410428484,21,0,Null,Operating model = Diffusion
beta[j1],-1.820530543857995,21,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.8741355160010573,21,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.548452848772188,22,0,Null,Operating model = Diffusion
beta[j1],-1.423347713889796,22,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.6810681440297928,22,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.4711722036387267,23,0,Null,Operating model = Diffusion
beta[j1],-1.5919796021794903,23,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.6980126984320962,23,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.672611369500769,24,0,Null,Operating model = Diffusion
beta[j1],-1.5892621006193708,24,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.8867091723620812,24,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.7329669619238453,25,0,Null,Operating model = Diffusion
beta[j1],-1.2645110725436237,25,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.6923542013940864,25,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.9676749377040053,26,0,Null,Operating model = Diffusion
beta[j1],-1.543946921278245,26,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.6657707047149715,26,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.7626964508487992,27,0,Null,Operating model = Diffusion
beta[j1],-2.183154314206924,27,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.8510561553768146,27,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.6375593393695482,28,0,Null,Operating model = Diffusion
beta[j1],-1.7430802997114432,28,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.551823939699264,28,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.9842634171390012,29,0,Null,Operating model = Diffusion
beta[j1],-1.527352645389507,29,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.5626329860455341,29,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-2.2614439665055444,30,0,Null,Operating model = Diffusion
beta[j1],-1.8818461064449534,30,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.6085104287817993,30,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.6579588401197114,31,0,Null,Operating model = Diffusion
beta[j1],-1.7140287168889758,31,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.8320703120200315,31,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-2.171325090861245,32,0,Null,Operating model = Diffusion
beta[j1],-1.9002390255724926,32,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.6829505515702283,32,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.9919079874809889,33,0,Null,Operating model = Diffusion
beta[j1],-2.5871976715077953,33,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.5358418907847464,33,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.814940777974763,34,0,Null,Operating model = Diffusion
beta[j1],-1.6211415684334856,34,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.8273791342247747,34,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.8272123471616297,35,0,Null,Operating model = Diffusion
beta[j1],-1.720064843085678,35,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.0826287847730396,35,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.6330907310434306,36,0,Null,Operating model = Diffusion
beta[j1],-1.63503002866235,36,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.2083457120212824,36,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.539447772489788,37,0,Null,Operating model = Diffusion
beta[j1],-2.127091551010205,37,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.524109194261663,37,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.5515351103449875,38,0,Null,Operating model = Diffusion
beta[j1],-1.9405135860316018,38,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.04924487117569,38,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.671292787148374,39,0,Null,Operating model = Diffusion
beta[j1],-1.9944089588641347,39,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.692651281404626,39,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.5110544174193092,40,0,Null,Operating model = Diffusion
beta[j1],-1.7344559386135356,40,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.911224674579328,40,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.472966228622251,41,0,Null,Operating model = Diffusion
beta[j1],-1.4807478292157479,41,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.1271659113126313,41,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-2.105828671039333,42,0,Null,Operating model = Diffusion
beta[j1],-1.457161488909021,42,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.5323830017378248,42,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-2.1359771532295704,43,0,Null,Operating model = Diffusion
beta[j1],-1.538664011342836,43,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.4583538198986707,43,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.7688134482761548,44,0,Null,Operating model = Diffusion
beta[j1],-1.7311082777535722,44,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.2860012699712713,44,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.8220659067527012,45,0,Null,Operating model = Diffusion
beta[j1],-1.7634976415432222,45,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.2110289038148974,45,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.7819305101008476,46,0,Null,Operating model = Diffusion
beta[j1],-1.5154772019970342,46,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.403493487484279,46,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.9689103102282366,47,0,Null,Operating model = Diffusion
beta[j1],-1.6887109527833735,47,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.0953416822567275,47,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.5521177996994955,48,0,Null,Operating model = Diffusion
beta[j1],-1.688527125750567,48,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.117638555558093,48,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.971903509300184,49,0,Null,Operating model = Diffusion
beta[j1],-2.0837217425283483,49,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.9330935183588143,49,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.8674472431193647,50,0,Null,Operating model = Diffusion
beta[j1],-1.468231609064302,50,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.6308839692903467,50,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.9009983165793833,51,0,Null,Operating model = Diffusion
beta[j1],-2.142888265083085,51,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.8686393832235324,51,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.8086870718770203,52,0,Null,Operating model = Diffusion
beta[j1],-1.7626583529322573,52,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.7120035265626483,52,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.6766956587136104,53,0,Null,Operating model = Diffusion
beta[j1],-1.9606411315887744,53,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.4509204855527014,53,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-2.367149719602511,54,0,Null,Operating model = Diffusion
beta[j1],-1.8187074610011167,54,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.704390441916697,54,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.8463969325429903,55,0,Null,Operating model = Diffusion
beta[j1],-1.8781896718152817,55,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.873416982786693,55,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.5452603855491285,56,0,Null,Operating model = Diffusion
beta[j1],-1.9630079417556539,56,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.5672870229361755,56,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-2.2549551966770416,57,0,Null,Operating model = Diffusion
beta[j1],-1.599978982943295,57,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.7675898813876618,57,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.8081981748478522,58,0,Null,Operating model = Diffusion
beta[j1],-1.4229117156968132,58,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.1191907154327523,58,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.5702443869131706,59,0,Null,Operating model = Diffusion
beta[j1],-1.7564208014237954,59,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.7929654189324207,59,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.82087535609985,60,0,Null,Operating model = Diffusion
beta[j1],-1.4104759302625052,60,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.5590183540362246,60,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.757787125125766,61,0,Null,Operating model = Diffusion
beta[j1],-1.6285393801102181,61,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.5117015199933568,61,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.7572841915148378,62,0,Null,Operating model = Diffusion
beta[j1],-1.8719907567021419,62,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.0092909102500967,62,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.7333940061269217,63,0,Null,Operating model = Diffusion
beta[j1],-1.5529082381130472,63,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.139431236900827,63,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-2.1274068157563293,64,0,Null,Operating model = Diffusion
beta[j1],-1.7824371861588966,64,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.7088527325518745,64,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.3871694220244415,65,0,Null,Operating model = Diffusion
beta[j1],-1.293273823463085,65,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.7051565906425115,65,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.5988942371980146,66,0,Null,Operating model = Diffusion
beta[j1],-1.878679636487488,66,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.6832548417580093,66,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.6124106069435222,67,0,Null,Operating model = Diffusion
beta[j1],-1.8604236742397728,67,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.8164433497410737,67,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.6477661758888205,68,0,Null,Operating model = Diffusion
beta[j1],-1.649438804795754,68,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.6313591008217696,68,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.5955456034840902,69,0,Null,Operating model = Diffusion
beta[j1],-1.3335345627806516,69,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.5804961782945939,69,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.8066681472210697,70,0,Null,Operating model = Diffusion
beta[j1],-2.0649380594285396,70,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.7054261241901756,70,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.727490062602145,71,0,Null,Operating model = Diffusion
beta[j1],-2.241639206728019,71,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.007197222281727,71,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.9996876330581899,72,0,Null,Operating model = Diffusion
beta[j1],-1.8497436681974773,72,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.1900726790342726,72,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-2.1656198321852025,73,0,Null,Operating model = Diffusion
beta[j1],-1.7253080865990942,73,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.9941055433953077,73,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.7517797516489215,74,0,Null,Operating model = Diffusion
beta[j1],-1.620124598324531,74,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.5204693834680445,74,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-2.0108916070471476,75,0,Null,Operating model = Diffusion
beta[j1],-1.848696718393494,75,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.9254484493010793,75,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.6489615850893686,76,0,Null,Operating model = Diffusion
beta[j1],-1.5201831519793825,76,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.5503064680750402,76,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.8285950711181398,77,0,Null,Operating model = Diffusion
beta[j1],-1.3176017832704225,77,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.689638490185759,77,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.7458978098460136,78,0,Null,Operating model = Diffusion
beta[j1],-1.5202848671977258,78,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.8066351773499494,78,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.718372016859593,79,0,Null,Operating model = Diffusion
beta[j1],-1.9621977799839987,79,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.672764875922963,79,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.6609499369379257,80,0,Null,Operating model = Diffusion
beta[j1],-1.4958445050804536,80,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.6711749226775179,80,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.4704116158469491,81,0,Null,Operating model = Diffusion
beta[j1],-1.5175821837050871,81,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.5580452317377136,81,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.5372440880870042,82,0,Null,Operating model = Diffusion
beta[j1],-1.636035836632576,82,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.948129197665894,82,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.6865756086753436,83,0,Null,Operating model = Diffusion
beta[j1],-1.5798768195384811,83,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.5299061270992453,83,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.6505901209204883,84,0,Null,Operating model = Diffusion
beta[j1],-1.8193018784919115,84,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.8407109723311461,84,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-2.0073353335897046,85,0,Null,Operating model = Diffusion
beta[j1],-1.58149621929898,85,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.625170069755211,85,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-2.408642819364311,86,0,Null,Operating model = Diffusion
beta[j1],-1.9832209662725668,86,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.8240386373330255,86,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.847883735033531,87,0,Null,Operating model = Diffusion
beta[j1],-2.3698829545783062,87,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.1048717646372626,87,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.6659995702438055,88,0,Null,Operating model = Diffusion
beta[j1],-1.8455338682236266,88,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.812726584891755,88,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.7992380560955255,89,0,Null,Operating model = Diffusion
beta[j1],-1.5282498812077598,89,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-2.766488765470316,89,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-3.0443753443692265,90,0,Null,Operating model = Diffusion
beta[j1],-1.8241302946671376,90,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.6094591583254916,90,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-2.3654591672380034,91,0,Null,Operating model = Diffusion
beta[j1],-1.7270468642105703,91,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.9194189956699135,91,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.6620222850558288,92,0,Null,Operating model = Diffusion
beta[j1],-1.4671479040351894,92,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.7136645831738173,92,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.6995804387823692,93,0,Null,Operating model = Diffusion
beta[j1],-1.49683120865016,93,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.5840044929143842,93,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.740918040507636,94,0,Null,Operating model = Diffusion
beta[j1],-2.2824620990742166,94,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.9528119617781796,94,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.8445647144199082,95,0,Null,Operating model = Diffusion
beta[j1],-1.7309951886864188,95,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.5495548329341564,95,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-2.280039318044577,96,0,Null,Operating model = Diffusion
beta[j1],-1.663114839643819,96,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.821659553532284,96,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-2.0175495196879996,97,0,Null,Operating model = Diffusion
beta[j1],-1.7797289651148847,97,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.7074693061631319,97,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.8902209217025727,98,0,Null,Operating model = Diffusion
beta[j1],-1.6312847997633344,98,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.65233274829619,98,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.5395885067299082,99,0,Null,Operating model = Diffusion
beta[j1],-1.7299279348128185,99,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.7209231469619704,99,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.8241582886145715,100,0,Null,Operating model = Diffusion
beta[j1],-1.860809320115074,100,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.7482391146880227,100,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.5801059636386463,101,0,Null,Operating model = Diffusion
beta[j1],-1.3789353181026793,101,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.8990873644878261,101,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.8673308212856032,102,0,Null,Operating model = Diffusion
beta[j1],-1.645999224549442,102,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.8488115079720744,102,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.9623202415725576,103,0,Null,Operating model = Diffusion
beta[j1],-1.447084520210913,103,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.8642777652125557,103,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.6896948696064449,104,0,Null,Operating model = Diffusion
beta[j1],-1.3702079380820635,104,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.5775837022401478,104,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.8269089025063523,105,0,Null,Operating model = Diffusion
beta[j1],-1.577992380159924,105,-2.30258509299405,Null,Operating model = Diffusion
beta[j1],-1.9167423409870008,105,0.693147180559945,Null,Operating model = Diffusion
beta[j1],-1.6028679700942439,106,0,Null,Operating model = Diffusion
beta[j1],-2.061811216443048,106,-2.30258509299405,Null,Operating model = Diffusion
