"","obj_diffusion","obj_null","deltaCAIC","deltaAIC","range","ln_kappa2","corr_depth"
"j_pcod",63578.7370803112,63584.2234538467,9.38374377074069,8.97274707094766,0.137557460119006,3.02343432823329,0.996992335022425
"a_pcod",47067.3807605161,47067.383257303,-1.9968359057093,-1.99500642620842,0.00446342764938317,6.45155904770717,0.999999993574729
"ej_poll",56922.0587514933,56930.6513006316,3.04855315128225,15.18509827659,0.220926229795074,2.54964720586078,0.989409013664368
"j_poll",58532.8456319595,58537.5898597137,1.6727554302197,7.48845550854458,0.170504279079534,2.80871565617275,0.99446817286451
"a_poll",94551.28760039,94551.2998474189,-2.03083686853643,-1.97550594221684,0.0028609208872641,6.8963324882636,0.99999999891487
"cap",23417.3864964368,23424.5865647796,-36.407821315137,12.4001366854354,5.31056637677153,-0.629977721018102,0.802488181980464
"tanner",48360.9541550864,48370.7614584561,3.35306421713904,17.6146067394147,0.179293498767547,2.7584519288335,0.99367787095604
"snow",69359.2381752251,69362.8223996865,-3.61733346129768,5.16844892277732,0.19947430394293,2.65179062407894,0.991706315401286
"rking",14428.5984361461,14452.962293932,15.3248780916911,46.7277155717602,1.28771003987337,0.786855292823958,0.888395402354616
"bking",6775.98724341648,6778.89847609188,7.2563715440192,3.82246535080776,0.448860500474288,1.84076389972058,0.961051175696952
